game_id,season,game_type,game_date,start_time_utc,eastern_utc_offset,game_state,venue,home_abbrev,away_abbrev,home_score,away_score,winner_abbrev,loser_abbrev,goal_diff
2024020048,20242025,2,2024-10-15,2024-10-15T23:00:00Z,-04:00,OFF,Amalie Arena,TBL,VAN,4.0,1.0,TBL,VAN,3.0
2024020049,20242025,2,2024-10-15,2024-10-15T23:00:00Z,-04:00,OFF,Capital One Arena,WSH,VGK,4.0,2.0,WSH,VGK,2.0
2024020050,20242025,2,2024-10-15,2024-10-15T23:00:00Z,-04:00,OFF,Lenovo Center,CAR,NJD,4.0,2.0,CAR,NJD,2.0
2024020051,20242025,2,2024-10-15,2024-10-15T23:00:00Z,-04:00,OFF,Nationwide Arena,CBJ,FLA,3.0,4.0,FLA,CBJ,1.0
2024020052,20242025,2,2024-10-15,2024-10-15T23:30:00Z,-04:00,OFF,Enterprise Center,STL,MIN,1.0,4.0,MIN,STL,3.0
2024020053,20242025,2,2024-10-15,2024-10-16T00:00:00Z,-04:00,OFF,Bridgestone Arena,NSH,SEA,3.0,7.0,SEA,NSH,4.0
2024020054,20242025,2,2024-10-15,2024-10-16T00:00:00Z,-04:00,OFF,American Airlines Center,DAL,SJS,3.0,2.0,DAL,SJS,1.0
2024020055,20242025,2,2024-10-15,2024-10-16T01:00:00Z,-04:00,OFF,Scotiabank Saddledome,CGY,CHI,3.0,1.0,CGY,CHI,2.0
2024020056,20242025,2,2024-10-15,2024-10-16T02:00:00Z,-04:00,OFF,Rogers Place,EDM,PHI,4.0,3.0,EDM,PHI,1.0
2024020057,20242025,2,2024-10-16,2024-10-16T23:00:00Z,-04:00,OFF,PPG Paints Arena,PIT,BUF,6.0,5.0,PIT,BUF,1.0
2024020058,20242025,2,2024-10-16,2024-10-16T23:30:00Z,-04:00,OFF,Scotiabank Arena,TOR,LAK,6.0,2.0,TOR,LAK,4.0
2024020059,20242025,2,2024-10-16,2024-10-17T01:30:00Z,-04:00,OFF,Ball Arena,COL,BOS,3.0,5.0,BOS,COL,2.0
2024020060,20242025,2,2024-10-16,2024-10-17T02:00:00Z,-04:00,OFF,Honda Center,ANA,UTA,5.0,4.0,ANA,UTA,1.0
2024020061,20242025,2,2024-10-17,2024-10-17T23:00:00Z,-04:00,OFF,Centre Bell,MTL,LAK,1.0,4.0,LAK,MTL,3.0
2024020062,20242025,2,2024-10-17,2024-10-17T23:00:00Z,-04:00,OFF,Canadian Tire Centre,OTT,NJD,1.0,3.0,NJD,OTT,2.0
2024020063,20242025,2,2024-10-17,2024-10-17T23:30:00Z,-04:00,OFF,Little Caesars Arena,DET,NYR,2.0,5.0,NYR,DET,3.0
2024020064,20242025,2,2024-10-17,2024-10-17T23:00:00Z,-04:00,OFF,Amalie Arena,TBL,VGK,4.0,3.0,TBL,VGK,1.0
2024020065,20242025,2,2024-10-17,2024-10-17T23:00:00Z,-04:00,OFF,Amerant Bank Arena,FLA,VAN,2.0,3.0,VAN,FLA,1.0
2024020066,20242025,2,2024-10-17,2024-10-17T23:00:00Z,-04:00,OFF,Capital One Arena,WSH,DAL,3.0,2.0,WSH,DAL,1.0
2024020067,20242025,2,2024-10-17,2024-10-17T23:00:00Z,-04:00,OFF,Nationwide Arena,CBJ,BUF,6.0,4.0,CBJ,BUF,2.0
2024020068,20242025,2,2024-10-17,2024-10-18T00:00:00Z,-04:00,OFF,Enterprise Center,STL,NYI,1.0,0.0,STL,NYI,1.0
2024020069,20242025,2,2024-10-17,2024-10-18T00:00:00Z,-04:00,OFF,Bridgestone Arena,NSH,EDM,2.0,4.0,EDM,NSH,2.0
2024020070,20242025,2,2024-10-17,2024-10-18T00:30:00Z,-04:00,OFF,United Center,CHI,SJS,4.0,2.0,CHI,SJS,2.0
2024020071,20242025,2,2024-10-17,2024-10-18T02:00:00Z,-04:00,OFF,Climate Pledge Arena,SEA,PHI,6.0,4.0,SEA,PHI,2.0
2024020072,20242025,2,2024-10-18,2024-10-18T23:00:00Z,-04:00,OFF,PPG Paints Arena,PIT,CAR,1.0,4.0,CAR,PIT,3.0
2024020073,20242025,2,2024-10-18,2024-10-19T00:00:00Z,-04:00,OFF,Canada Life Centre,WPG,SJS,8.0,3.0,WPG,SJS,5.0
2024020074,20242025,2,2024-10-18,2024-10-19T01:00:00Z,-04:00,OFF,Ball Arena,COL,ANA,4.0,3.0,COL,ANA,1.0
2024020075,20242025,2,2024-10-19,2024-10-19T17:00:00Z,-04:00,OFF,Canadian Tire Centre,OTT,TBL,5.0,4.0,OTT,TBL,1.0
2024020076,20242025,2,2024-10-19,2024-10-19T18:00:00Z,-04:00,OFF,Bridgestone Arena,NSH,DET,2.0,5.0,DET,NSH,3.0
2024020077,20242025,2,2024-10-19,2024-10-19T20:00:00Z,-04:00,OFF,American Airlines Center,DAL,EDM,4.0,1.0,DAL,EDM,3.0
2024020078,20242025,2,2024-10-19,2024-10-19T22:00:00Z,-04:00,OFF,Amerant Bank Arena,FLA,VGK,4.0,3.0,FLA,VGK,1.0
2024020079,20242025,2,2024-10-19,2024-10-19T23:00:00Z,-04:00,OFF,Scotiabank Arena,TOR,NYR,1.0,4.0,NYR,TOR,3.0
2024020080,20242025,2,2024-10-19,2024-10-19T23:00:00Z,-04:00,OFF,Prudential Center,NJD,WSH,5.0,6.0,WSH,NJD,1.0
2024020081,20242025,2,2024-10-19,2024-10-19T23:00:00Z,-04:00,OFF,UBS Arena,NYI,MTL,4.0,3.0,NYI,MTL,1.0
2024020082,20242025,2,2024-10-19,2024-10-19T23:00:00Z,-04:00,OFF,Wells Fargo Center,PHI,VAN,0.0,3.0,VAN,PHI,3.0
2024020083,20242025,2,2024-10-19,2024-10-19T23:00:00Z,-04:00,OFF,Nationwide Arena,CBJ,MIN,1.0,3.0,MIN,CBJ,2.0
2024020084,20242025,2,2024-10-19,2024-10-19T23:00:00Z,-04:00,OFF,Enterprise Center,STL,CAR,4.0,3.0,STL,CAR,1.0
2024020085,20242025,2,2024-10-19,2024-10-20T00:00:00Z,-04:00,OFF,United Center,CHI,BUF,2.0,4.0,BUF,CHI,2.0
2024020086,20242025,2,2024-10-19,2024-10-20T01:00:00Z,-04:00,OFF,Delta Center,UTA,BOS,2.0,1.0,UTA,BOS,1.0
2024020087,20242025,2,2024-10-19,2024-10-20T02:00:00Z,-04:00,OFF,Climate Pledge Arena,SEA,CGY,2.0,1.0,SEA,CGY,1.0
2024020088,20242025,2,2024-10-20,2024-10-20T19:00:00Z,-04:00,OFF,Canada Life Centre,WPG,PIT,6.0,3.0,WPG,PIT,3.0
2024020089,20242025,2,2024-10-20,2024-10-21T00:00:00Z,-04:00,OFF,SAP Center at San Jose,SJS,COL,1.0,4.0,COL,SJS,3.0
2024020090,20242025,2,2024-10-20,2024-10-21T00:00:00Z,-04:00,OFF,Honda Center,ANA,LAK,1.0,4.0,LAK,ANA,3.0
2024020091,20242025,2,2024-10-21,2024-10-21T23:30:00Z,-04:00,OFF,Scotiabank Arena,TOR,TBL,5.0,2.0,TOR,TBL,3.0
2024020092,20242025,2,2024-10-22,2024-10-22T22:00:00Z,-04:00,OFF,Wells Fargo Center,PHI,WSH,1.0,4.0,WSH,PHI,3.0
2024020093,20242025,2,2024-10-22,2024-10-22T22:30:00Z,-04:00,OFF,Amerant Bank Arena,FLA,MIN,1.0,5.0,MIN,FLA,4.0
2024020094,20242025,2,2024-10-22,2024-10-22T22:45:00Z,-04:00,OFF,Prudential Center,NJD,TBL,5.0,8.0,TBL,NJD,3.0
2024020095,20242025,2,2024-10-22,2024-10-22T23:00:00Z,-04:00,OFF,KeyBank Center,BUF,DAL,4.0,2.0,BUF,DAL,2.0
2024020096,20242025,2,2024-10-22,2024-10-22T23:15:00Z,-04:00,OFF,Centre Bell,MTL,NYR,2.0,7.0,NYR,MTL,5.0
2024020097,20242025,2,2024-10-22,2024-10-22T23:30:00Z,-04:00,OFF,Nationwide Arena,CBJ,TOR,6.0,2.0,CBJ,TOR,4.0
2024020098,20242025,2,2024-10-22,2024-10-22T23:45:00Z,-04:00,OFF,UBS Arena,NYI,DET,0.0,1.0,DET,NYI,1.0
2024020099,20242025,2,2024-10-22,2024-10-23T00:00:00Z,-04:00,OFF,Enterprise Center,STL,WPG,2.0,3.0,WPG,STL,1.0
2024020100,20242025,2,2024-10-22,2024-10-23T00:15:00Z,-04:00,OFF,United Center,CHI,VAN,3.0,6.0,VAN,CHI,3.0
2024020101,20242025,2,2024-10-22,2024-10-23T00:45:00Z,-04:00,OFF,Bridgestone Arena,NSH,BOS,4.0,0.0,NSH,BOS,4.0
2024020102,20242025,2,2024-10-22,2024-10-23T01:30:00Z,-04:00,OFF,Scotiabank Saddledome,CGY,PIT,4.0,3.0,CGY,PIT,1.0
2024020103,20242025,2,2024-10-22,2024-10-23T01:00:00Z,-04:00,OFF,Rogers Place,EDM,CAR,2.0,3.0,CAR,EDM,1.0
2024020104,20242025,2,2024-10-22,2024-10-23T01:15:00Z,-04:00,OFF,Delta Center,UTA,OTT,0.0,4.0,OTT,UTA,4.0
2024020105,20242025,2,2024-10-22,2024-10-23T02:15:00Z,-04:00,OFF,Honda Center,ANA,SJS,3.0,1.0,ANA,SJS,2.0
2024020106,20242025,2,2024-10-22,2024-10-23T00:30:00Z,-04:00,OFF,Climate Pledge Arena,SEA,COL,2.0,3.0,COL,SEA,1.0
2024020107,20242025,2,2024-10-22,2024-10-23T03:00:00Z,-04:00,OFF,T-Mobile Arena,VGK,LAK,6.0,1.0,VGK,LAK,5.0
2024020108,20242025,2,2024-10-23,2024-10-23T23:30:00Z,-04:00,OFF,Capital One Arena,WSH,PHI,6.0,3.0,WSH,PHI,3.0
2024020109,20242025,2,2024-10-24,2024-10-24T23:00:00Z,-04:00,OFF,TD Garden,BOS,DAL,2.0,5.0,DAL,BOS,3.0
2024020110,20242025,2,2024-10-24,2024-10-24T23:00:00Z,-04:00,OFF,Scotiabank Arena,TOR,STL,1.0,5.0,STL,TOR,4.0
2024020111,20242025,2,2024-10-24,2024-10-24T23:00:00Z,-04:00,OFF,Little Caesars Arena,DET,NJD,5.0,3.0,DET,NJD,2.0
2024020112,20242025,2,2024-10-24,2024-10-24T23:00:00Z,-04:00,OFF,Amalie Arena,TBL,MIN,2.0,4.0,MIN,TBL,2.0
2024020113,20242025,2,2024-10-24,2024-10-24T23:00:00Z,-04:00,OFF,Madison Square Garden,NYR,FLA,1.0,3.0,FLA,NYR,2.0
2024020114,20242025,2,2024-10-24,2024-10-25T01:00:00Z,-04:00,OFF,Scotiabank Saddledome,CGY,CAR,2.0,4.0,CAR,CGY,2.0
2024020115,20242025,2,2024-10-24,2024-10-25T01:00:00Z,-04:00,OFF,Delta Center,UTA,COL,1.0,5.0,COL,UTA,4.0
2024020116,20242025,2,2024-10-24,2024-10-25T02:00:00Z,-04:00,OFF,Climate Pledge Arena,SEA,WPG,3.0,4.0,WPG,SEA,1.0
2024020117,20242025,2,2024-10-24,2024-10-25T02:30:00Z,-04:00,OFF,Crypto.com Arena,LAK,SJS,3.0,2.0,LAK,SJS,1.0
2024020118,20242025,2,2024-10-25,2024-10-25T22:00:00Z,-04:00,OFF,T-Mobile Arena,VGK,OTT,6.0,4.0,VGK,OTT,2.0
2024020119,20242025,2,2024-10-25,2024-10-25T23:00:00Z,-04:00,OFF,Prudential Center,NJD,NYI,3.0,4.0,NYI,NJD,1.0
2024020120,20242025,2,2024-10-25,2024-10-26T00:30:00Z,-04:00,OFF,United Center,CHI,NSH,2.0,3.0,NSH,CHI,1.0
2024020121,20242025,2,2024-10-25,2024-10-26T01:00:00Z,-04:00,OFF,Rogers Place,EDM,PIT,4.0,0.0,EDM,PIT,4.0
2024020122,20242025,2,2024-10-26,2024-10-26T17:00:00Z,-04:00,OFF,KeyBank Center,BUF,DET,5.0,3.0,BUF,DET,2.0
2024020123,20242025,2,2024-10-26,2024-10-26T17:00:00Z,-04:00,OFF,Wells Fargo Center,PHI,MIN,7.0,5.0,PHI,MIN,2.0
2024020124,20242025,2,2024-10-26,2024-10-26T20:00:00Z,-04:00,OFF,Crypto.com Arena,LAK,UTA,3.0,2.0,LAK,UTA,1.0
2024020125,20242025,2,2024-10-26,2024-10-26T23:00:00Z,-04:00,OFF,TD Garden,BOS,TOR,4.0,3.0,BOS,TOR,1.0
2024020126,20242025,2,2024-10-26,2024-10-26T23:00:00Z,-04:00,OFF,Centre Bell,MTL,STL,5.0,2.0,MTL,STL,3.0
2024020127,20242025,2,2024-10-26,2024-10-26T23:00:00Z,-04:00,OFF,Amalie Arena,TBL,WSH,3.0,0.0,TBL,WSH,3.0
2024020128,20242025,2,2024-10-26,2024-10-26T23:00:00Z,-04:00,OFF,Madison Square Garden,NYR,ANA,2.0,1.0,NYR,ANA,1.0
2024020129,20242025,2,2024-10-26,2024-10-26T23:00:00Z,-04:00,OFF,Scotiabank Saddledome,CGY,WPG,3.0,5.0,WPG,CGY,2.0
2024020130,20242025,2,2024-10-26,2024-10-26T23:30:00Z,-04:00,OFF,UBS Arena,NYI,FLA,3.0,6.0,FLA,NYI,3.0
2024020131,20242025,2,2024-10-26,2024-10-27T00:00:00Z,-04:00,OFF,Bridgestone Arena,NSH,CBJ,4.0,3.0,NSH,CBJ,1.0
2024020132,20242025,2,2024-10-26,2024-10-27T00:00:00Z,-04:00,OFF,American Airlines Center,DAL,CHI,4.0,2.0,DAL,CHI,2.0
2024020133,20242025,2,2024-10-26,2024-10-27T02:00:00Z,-04:00,OFF,Rogers Arena,VAN,PIT,4.0,3.0,VAN,PIT,1.0
2024020134,20242025,2,2024-10-26,2024-10-27T02:00:00Z,-04:00,OFF,T-Mobile Arena,VGK,SJS,7.0,3.0,VGK,SJS,4.0
2024020135,20242025,2,2024-10-26,2024-10-27T02:00:00Z,-04:00,OFF,Climate Pledge Arena,SEA,CAR,1.0,4.0,CAR,SEA,3.0
2024020136,20242025,2,2024-10-27,2024-10-27T22:00:00Z,-04:00,OFF,Little Caesars Arena,DET,EDM,2.0,3.0,EDM,DET,1.0
2024020137,20242025,2,2024-10-27,2024-10-27T23:00:00Z,-04:00,OFF,Prudential Center,NJD,ANA,6.0,2.0,NJD,ANA,4.0
2024020138,20242025,2,2024-10-27,2024-10-27T23:00:00Z,-04:00,OFF,Wells Fargo Center,PHI,MTL,3.0,4.0,MTL,PHI,1.0
2024020139,20242025,2,2024-10-27,2024-10-28T01:00:00Z,-04:00,OFF,Ball Arena,COL,OTT,5.0,4.0,COL,OTT,1.0
2024020140,20242025,2,2024-10-28,2024-10-28T23:00:00Z,-04:00,OFF,KeyBank Center,BUF,FLA,2.0,5.0,FLA,BUF,3.0
2024020141,20242025,2,2024-10-28,2024-10-28T23:30:00Z,-04:00,OFF,Amalie Arena,TBL,NSH,3.0,2.0,TBL,NSH,1.0
2024020142,20242025,2,2024-10-28,2024-10-28T23:00:00Z,-04:00,OFF,Nationwide Arena,CBJ,EDM,6.0,1.0,CBJ,EDM,5.0
2024020143,20242025,2,2024-10-28,2024-10-28T23:30:00Z,-04:00,OFF,Canada Life Centre,WPG,TOR,4.0,6.0,TOR,WPG,2.0
2024020144,20242025,2,2024-10-28,2024-10-29T01:00:00Z,-04:00,OFF,Ball Arena,COL,CHI,2.0,5.0,CHI,COL,3.0
2024020145,20242025,2,2024-10-28,2024-10-29T01:00:00Z,-04:00,OFF,Delta Center,UTA,SJS,4.0,5.0,SJS,UTA,1.0
2024020146,20242025,2,2024-10-28,2024-10-29T02:00:00Z,-04:00,OFF,Rogers Arena,VAN,CAR,3.0,4.0,CAR,VAN,1.0
2024020147,20242025,2,2024-10-28,2024-10-29T02:00:00Z,-04:00,OFF,T-Mobile Arena,VGK,CGY,5.0,0.0,VGK,CGY,5.0
2024020148,20242025,2,2024-10-29,2024-10-29T23:00:00Z,-04:00,OFF,TD Garden,BOS,PHI,0.0,2.0,PHI,BOS,2.0
2024020149,20242025,2,2024-10-29,2024-10-29T23:00:00Z,-04:00,OFF,Centre Bell,MTL,SEA,2.0,8.0,SEA,MTL,6.0
2024020150,20242025,2,2024-10-29,2024-10-29T23:00:00Z,-04:00,OFF,Canadian Tire Centre,OTT,STL,8.0,1.0,OTT,STL,7.0
2024020151,20242025,2,2024-10-29,2024-10-29T23:30:00Z,-04:00,OFF,Capital One Arena,WSH,NYR,5.0,3.0,WSH,NYR,2.0
2024020152,20242025,2,2024-10-29,2024-10-29T23:00:00Z,-04:00,OFF,UBS Arena,NYI,ANA,1.0,3.0,ANA,NYI,2.0
2024020153,20242025,2,2024-10-29,2024-10-29T23:00:00Z,-04:00,OFF,PPG Paints Arena,PIT,MIN,3.0,5.0,MIN,PIT,2.0
2024020154,20242025,2,2024-10-29,2024-10-30T02:00:00Z,-04:00,OFF,SAP Center at San Jose,SJS,LAK,4.0,2.0,SJS,LAK,2.0
2024020155,20242025,2,2024-10-30,2024-10-30T23:00:00Z,-04:00,OFF,Nationwide Arena,CBJ,NYI,2.0,0.0,CBJ,NYI,2.0
2024020156,20242025,2,2024-10-30,2024-10-30T23:30:00Z,-04:00,OFF,Little Caesars Arena,DET,WPG,2.0,6.0,WPG,DET,4.0
2024020157,20242025,2,2024-10-30,2024-10-31T01:00:00Z,-04:00,OFF,Ball Arena,COL,TBL,2.0,5.0,TBL,COL,3.0
2024020158,20242025,2,2024-10-30,2024-10-31T01:30:00Z,-04:00,OFF,Delta Center,UTA,CGY,5.0,1.0,UTA,CGY,4.0
2024020159,20242025,2,2024-10-30,2024-10-31T02:30:00Z,-04:00,OFF,Rogers Arena,VAN,NJD,0.0,6.0,NJD,VAN,6.0
2024020160,20242025,2,2024-10-30,2024-10-31T02:00:00Z,-04:00,OFF,Crypto.com Arena,LAK,VGK,6.0,3.0,LAK,VGK,3.0
2024020161,20242025,2,2024-10-31,2024-10-31T23:00:00Z,-04:00,OFF,Scotiabank Arena,TOR,SEA,4.0,1.0,TOR,SEA,3.0
2024020162,20242025,2,2024-10-31,2024-10-31T23:00:00Z,-04:00,OFF,Wells Fargo Center,PHI,STL,2.0,1.0,PHI,STL,1.0
2024020163,20242025,2,2024-10-31,2024-10-31T23:00:00Z,-04:00,OFF,PPG Paints Arena,PIT,ANA,2.0,1.0,PIT,ANA,1.0
2024020164,20242025,2,2024-10-31,2024-10-31T23:00:00Z,-04:00,OFF,Capital One Arena,WSH,MTL,6.0,3.0,WSH,MTL,3.0
