game_id,season,game_type,game_date,start_time_utc,eastern_utc_offset,game_state,venue,home_abbrev,away_abbrev,home_score,away_score,winner_abbrev,loser_abbrev,goal_diff
2024020033,20242025,2,2024-10-12,2024-10-13T00:00:00Z,-04:00,OFF,Xcel Energy Center,MIN,SEA,4.0,5.0,SEA,MIN,1.0
2024020034,20242025,2,2024-10-12,2024-10-13T01:00:00Z,-04:00,OFF,Ball Arena,COL,CBJ,4.0,6.0,CBJ,COL,2.0
2024020035,20242025,2,2024-10-12,2024-10-13T02:00:00Z,-04:00,OFF,Scotiabank Saddledome,CGY,PHI,6.0,3.0,CGY,PHI,3.0
2024020036,20242025,2,2024-10-12,2024-10-13T02:00:00Z,-04:00,OFF,Rogers Place,EDM,CHI,2.0,5.0,CHI,EDM,3.0
2024020037,20242025,2,2024-10-12,2024-10-13T02:00:00Z,-04:00,OFF,SAP Center at San Jose,SJS,ANA,0.0,2.0,ANA,SJS,2.0
2024020038,20242025,2,2024-10-13,2024-10-13T22:00:00Z,-04:00,OFF,Canada Life Centre,WPG,MIN,2.0,1.0,WPG,MIN,1.0
2024020039,20242025,2,2024-10-13,2024-10-14T00:00:00Z,-04:00,OFF,American Airlines Center,DAL,SEA,2.0,0.0,DAL,SEA,2.0
2024020040,20242025,2,2024-10-13,2024-10-14T00:00:00Z,-04:00,OFF,Rogers Place,EDM,CGY,1.0,4.0,CGY,EDM,3.0
2024020041,20242025,2,2024-10-13,2024-10-14T02:00:00Z,-04:00,OFF,T-Mobile Arena,VGK,ANA,3.0,1.0,VGK,ANA,2.0
2024020042,20242025,2,2024-10-14,2024-10-14T17:00:00Z,-04:00,OFF,TD Garden,BOS,FLA,3.0,4.0,FLA,BOS,1.0
2024020043,20242025,2,2024-10-14,2024-10-14T17:00:00Z,-04:00,OFF,Canadian Tire Centre,OTT,LAK,8.0,7.0,OTT,LAK,1.0
2024020044,20242025,2,2024-10-14,2024-10-14T17:00:00Z,-04:00,OFF,Prudential Center,NJD,UTA,3.0,0.0,NJD,UTA,3.0
2024020045,20242025,2,2024-10-14,2024-10-14T23:00:00Z,-04:00,OFF,Madison Square Garden,NYR,DET,4.0,1.0,NYR,DET,3.0
2024020046,20242025,2,2024-10-14,2024-10-14T23:30:00Z,-04:00,OFF,Centre Bell,MTL,PIT,3.0,6.0,PIT,MTL,3.0
2024020047,20242025,2,2024-10-14,2024-10-15T01:00:00Z,-04:00,OFF,Ball Arena,COL,NYI,2.0,6.0,NYI,COL,4.0
